,Kingdom,Phylum,Class,Order,Family,Genus,Species,Confidence
448c1ea78fdb6d8e02ae6ca9492b7764,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiaceae, g__Agrobacterium, s__,0.797337207
46b99f43b09b6edf5ac2198ac1ec4fab,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__C111, g__, s__,0.992360097
4c55e96e1f6a11c173266bb4f82d7917,k__Bacteria,,,,,,,0.994279812
50eac5568db2697e38a0c8082bfdc451,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Porphyromonas, s__,0.99992745
512c20f730ff40754e2b19d94ff5c926,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__[Ruminococcus], s__,0.97235096
529df41e323ca01851cca02cc11e2409,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pasteurellales, f__Pasteurellaceae, g__Actinobacillus, s__,0.925915908
537e8b853aaaaed81cae1f29ca5d06da,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Xanthobacteraceae, g__Labrys, s__,0.998355534
569ca22b98f66f514d154e884522e299,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Hymenobacter, s__,0.998680066
5a0757d176c09a017a2ce957c9b2765b,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__Patulibacteraceae, g__, s__,0.977737823
5af98b64510d71d01863bc7df4529cb4,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Mycobacteriaceae, g__Mycobacterium, s__,0.950479518
5b91b7780a649e0a65037149ced5bf82,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria,,,,,0.999999536
5bc123ac293919647ad8f5d103d98cad,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Paenibacillaceae, g__Paenibacillus, s__,0.710016494
5f16a98365b1622cb2512d96b5d3132b,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__Haliangiaceae, g__, s__,0.994975353
60af5e586c263bc44f797854c8aa22bf,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__, g__, s__,0.977943576
620793a28632264396017af25c671845,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__Flavisolibacter, s__,0.883135388
6347e5c3622d2abe33a91a6dd8267b9e,k__Bacteria, p__OD1,,,,,,0.757120396
6539f9ded80a2110ea84f18acb827cf0,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__Solirubrobacteraceae, g__, s__,0.963640079
655290396a5a1336c5e86dde3132e9c6,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales,,,,0.805142582
66f54a691819aec2247b32f60ffb3480,k__Bacteria,,,,,,,0.999862658
6d900179ed5967b9f1a850775a7bec07,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__C111, g__, s__,0.988367499
709c0892a3ab2807efa3b1359984e3f3,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales,,,,0.997207868
7123e0a61b1f6b74e7d864dda98b1177,k__Bacteria,,,,,,,0.999730998
72fa06617724c615f14d7f7c42e15120,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__, g__, s__,0.997724024
73b0fb673be29673004c796fb7c60aab,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales,,,,0.977447231
755a182e05a38565443c99fff02155b4,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__Ferruginibacter, s__alkalilentus,0.914978417
768f13b9dc776c5bf92210165db35177,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Pseudonocardiaceae, g__Actinomycetospora, s__,0.994002431
7c3275eced6169116053839c0a56f57f,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__Myxococcaceae, g__Anaeromyxobacter, s__,0.99996883
7cb5d68b18fe92446b78041116f49f76,k__Bacteria, p__Cyanobacteria, c__Chloroplast,,,,,0.997077135
7d632d583deda249683c3d30cb7c67b5,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Hymenobacter, s__,0.972113859
7e16eeefa437246862a6e7710667b02d,k__Bacteria, p__Cyanobacteria, c__4C0d-2, o__MLE1-12, f__, g__, s__,0.995215438
7f4f230300ebeff058852ce6a0e90fe1,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Planococcaceae, g__Aeribacillus, s__pallidus,0.931350208
845599abcbcca955802ace441b0415af,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__,0.724630809
876fd38a06af7d02cda5c9413eb2b25e,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales,,,,0.999578532
87a8d22d535a2bb456369fe2210aa41b,k__Bacteria,,,,,,,0.998318834
8dfedc34a27a73f475cac1f3f4785fad,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfovibrionales, f__Desulfovibrionaceae, g__Desulfovibrio, s__,0.996410949
8e2240d4ffd5268ff3ec0b5d3f5e345d,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae, g__, s__,0.862625679
94ab6c3a23f8e2684fb96123d178c866,k__Bacteria, p__Bacteroidetes, c__[Rhodothermi], o__[Rhodothermales], f__Rhodothermaceae, g__Rubricoccus, s__,0.999998181
96db0d24a3b9695ec1b2389bec9288fe,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardiaceae, g__Nocardia, s__,0.816758904
9755190057df263c5b1a41936a499ddd,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__, g__, s__,0.908547913
9ac00d8f02604aa52ec7716c36aa8e88,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__,0.988789194
9b18d45f68017d3e8c43f7f5356e7ffc,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__, g__, s__,0.82843607
9c14902b7b6b01bff8952d5c4a457509,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Clostridium,,0.768029926
a60b13929ee28bb3ef207e58d68c2096,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,,,0.997776086
a6f3a08174964077467781a12ef0aaa6,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Blattabacteriaceae, g__Sulcia, s__muelleri,0.998919055
aa6bb5a6ba14b133027663b581201ded,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Tissierellaceae], g__Gallicola, s__,0.999999373
ab51b3328326ebaac662fb54a9dc539c,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Paenibacillaceae,,,0.992721075
abfa924654719348eeb53273c674bd85,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Sinobacteraceae, g__, s__,0.999682418
ad3370969fcca405bf80aeb226f94c81,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__, s__,0.882359603
ad4d994ae53d01679c6cfe2de420090f,k__Bacteria, p__Acidobacteria, c__Solibacteres, o__Solibacterales, f__Solibacteraceae, g__Candidatus Solibacter, s__,0.883602156
b09bd317d9b525c33eccc27d7b71755e,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae,,,0.829683755
b28bd6213afff091b2fb0a65da28a2da,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas,,0.793570241
b2b1bdc9360177273245e3eefdb64eb1,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Siphonobacter, s__aquaeclarae,0.998581895
b2bf949b786265016174f27350676c8c,k__Bacteria,,,,,,,0.99925757
b4b8ec86fef5ea76ca0094d4691eb385,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Gemmatales, f__Isosphaeraceae, g__, s__,0.99533196
bf7f368dea3a30c592c9aa04c03cd1db,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae,,,0.984953989
c3b90f35ff997ec2cf095ef2371ac87d,k__Bacteria,,,,,,,0.999549801
c87f386dbd43a40a7724e7fb649464f2,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardioidaceae, g__Nocardioides, s__plantarum,0.940450701
c97ed38c6e8e23d933fbe46b3d13909d,k__Bacteria,,,,,,,0.996911551
c9d8930b64a8f731c5116cb1f8650602,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__, s__,0.936848022
ca6f3dfcee97c13e99f22fa8289b702c,k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__Sphingobacteriaceae, g__, s__,0.782770148
cb7aff8f6ad24ab35a36fd4c12251f83,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__,0.887572716
ce9cb7fde49e242ef7d6684b5f75a87e,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Tissierellaceae], g__Anaerococcus, s__,0.999999239
d33c210a6eac03fac287d175de653ab7,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Staphylococcaceae, g__Jeotgalicoccus, s__,0.824619991
d3e20453819889576268b6651d722126,k__Bacteria, p__Nitrospirae, c__Nitrospira, o__Nitrospirales, f__Nitrospiraceae, g__Nitrospira, s__,0.999958963
d46cb9e386c83cae89b4938510a54dfb,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__Solirubrobacteraceae, g__, s__,0.985348458
d73c87668a828dd8d8dc48d5d0030c67,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Planococcaceae, g__Sporosarcina, s__,0.998622852
d7cd21c0ab8a510ced175e0cb3d43e6b,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__Megasphaera, s__,0.998042419
da576e98cec141d717be594efbbc310d,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__Paracoccus, s__,0.881589409
db87c359ba200c5910a9b29755d3b2aa,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardioidaceae, g__Aeromicrobium, s__,0.990274094
de9c08c5d07571324d3a2da0a987e444,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Kineosporiaceae, g__, s__,0.971673131
dec702de10fcbe69ad4847aadc541372,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Thermoactinomycetaceae, g__Planifilum, s__,0.999951894
e3717b460a1bc65594c9998819556c80,k__Bacteria, p__TM7, c__TM7-1, o__, f__, g__, s__,0.99940717
e3935442c7ddde02227a0e5bb72309ef,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Tissierellaceae], g__Anaerococcus, s__,0.99999864
e52bb4209da4f6854f41243570193406,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Actinomycetaceae, g__Actinomyces, s__,0.999871678
e8205cb29fedde8ca9a7cdfdf7ad6e26,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Tissierellaceae], g__Anaerococcus, s__,0.999993029
ed3c8dfe6c2eef7ac484ce83de296084,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Methylocystaceae, g__Pleomorphomonas, s__oryzae,0.969510525
ede26600e12d8cc950ab569a201530c8,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__mitochondria, g__, s__,0.965352822
edee8abc89a2f8ec53133bc85930a00a,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Microbacteriaceae,,,0.780376394
ef535c6de0e978525e0687031fd293ee,k__Bacteria, p__TM7, c__TM7-3, o__, f__, g__, s__,0.992727387
f38b10d4f41cf9147bc09e39ea6d55b1,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales,,,,0.94693881
f416b88407cbb745f45d67f460337276,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Sporichthyaceae, g__, s__,0.971264564
f43abc6ecbe5172acb6ef8acf959555c,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria,,,,,0.994305092
f54fd39a8be6846cf77eaf7b632b5436,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__Erwinia, s__soli,0.991520833
f89a4eaa4bfefa66a8f1024cee4ac642,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae,,,0.999692538
f9fcd8efd7052f9d1747199ee8aed942,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Adhaeribacter, s__,0.997088111
fb7fbbe55d0967488d293c6a701c2393,k__Bacteria, p__OD1, c__, o__, f__, g__, s__,0.865175657
fbdfc09e3bc7166b8d73a022405d7e7a,k__Bacteria,,,,,,,0.999960654
fc135b66a74c1625989961cebc9c536b,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Methylophilales, f__Methylophilaceae, g__, s__,0.884324952
fec3f3373522f42029b376d295018dae,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Microbacteriaceae,,,0.999806052
0360e153dc762bf02a386900bfa0c0cd,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__[Exiguobacteraceae], g__Exiguobacterium, s__,0.999999201
06b7010faf6ce115e19b24014a485d37,k__Bacteria,,,,,,,0.970584818
073a88204b1eee909f9adc69ed424e28,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Corynebacteriaceae, g__Corynebacterium,,0.999839434
07db418ef2beb59154b9363be9084ae0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae,,,0.996299166
0801c840f91a4ecbd66bb734fad3a6d9,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Mogibacteriaceae], g__, s__,0.992701096
08fda76c6cf02375640a015cdefe650e,k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__Sphingobacteriaceae, g__Sphingobacterium, s__,0.996847443
09ebfc198fc1cac8ae149121bf6ca51e,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium,,0.997636679
0b3771b2a98c08b3b2bea5c61c27910f,k__Bacteria, p__OD1, c__, o__, f__, g__, s__,0.779893502
0c4160095398ace919a3d3e613741abd,k__Bacteria, p__Chloroflexi, c__Thermomicrobia, o__JG30-KF-CM45, f__, g__, s__,0.999991897
0d1ee2e445d178de014cf385909a640b,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__Terrimonas, s__,0.98917048
102dc45a036c63714dc7788aed2d738c,k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__Sphingobacteriaceae, g__Sphingobacterium, s__multivorum,0.999831843
111d3302813a81794e5106761b33a11d,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Planococcaceae, g__Rummeliibacillus, s__,0.999953664
1155f25c0a44d076e709366ffab266d4,k__Bacteria, p__Actinobacteria, c__MB-A2-108, o__0319-7L14, f__, g__, s__,0.974034902
1c25749009d57480deb932ff26f92fcc,k__Bacteria, p__Actinobacteria, c__Rubrobacteria, o__Rubrobacterales, f__Rubrobacteraceae, g__Rubrobacter, s__,0.999998896
1c30b195b4c2a700345602d0a1e86b62,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Tissierellaceae], g__Peptoniphilus, s__,0.998740519
1c39cf6582596109a81b351132336ac6,k__Bacteria,,,,,,,0.998983224
1d3a4cc78507b431acf341eb134abfc9,k__Bacteria, p__Fusobacteria, c__Fusobacteriia, o__Fusobacteriales, f__Fusobacteriaceae, g__Fusobacterium, s__,0.999967473
1f1574f8ff0ff275606c35144d7ed42d,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas, s__wittichii,0.814926683
257bb83a7ab3577837a83281df6d0a87,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria,,,,,0.929672621
26be79ff7cd3a2b15501139b7c026670,k__Bacteria, p__Chloroflexi, c__Thermomicrobia, o__JG30-KF-CM45, f__, g__, s__,0.999040021
2bcbcc7972558135ba17d13d9cc299e8,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas, s__echinoides,0.898180119
2f41c358cb4462cd842bd826cecbbf7b,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Aurantimonadaceae,,,0.772480899
30c4675940cf0a818baee4f770ddb343,k__Bacteria, p__OP11, c__WCHB1-64, o__d153, f__, g__, s__,0.99606301
33b6f1dbe208d78b221870a0f4476afb,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardioidaceae, g__Aeromicrobium, s__,0.999816277
3676737a07a0f913260742320ffc00ea,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__[Ruminococcus], s__,0.931814441
38e4c5a65ec7d98fe3adf07e52f9b855,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas, s__suberifaciens,0.718190733
3b8ab7fe0ef6c08a20dbf9e5c0936480,k__Bacteria, p__Fusobacteria, c__Fusobacteriia, o__Fusobacteriales, f__Fusobacteriaceae, g__Fusobacterium, s__,0.991567728
3d56b3c1deab7bcdeb63f151b274e563,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales,,,,0.999696933
42df164e689edaf4b25343aeca164e06,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Caulobacterales, f__Caulobacteraceae, g__Phenylobacterium, s__,0.997865983
4446d2ff61a9db9e641df653358ccbcd,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__mitochondria,,,0.706397066
45b841f3eba04097bdca711c392e949a,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__mitochondria, g__, s__,0.781224469
45d68aeb761de727867d9877fee178f1,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Bogoriellaceae, g__Georgenia, s__,0.997806362
478199b77a3479d8e0952938d46f84b3,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas,,0.919632245
47aad8d8fd3b8f730e02299c931539d2,k__Bacteria, p__OD1, c__, o__, f__, g__, s__,0.893237064
4892d2a018f189ffbc45e89046f96dc9,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__Sodalis, s__,0.967747396
4a77377e04a7b3d92d1da21541cbac38,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__, g__, s__,0.99770396
4b8e9fed6febb18c541b574209a5c81a,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__mitochondria, g__, s__,0.941973251
4c7381d277484fab99ebb3f9ab936dee,k__Bacteria,,,,,,,0.970505654
4cfb5ba56913609ceb1ab0df436d8154,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Pseudonocardiaceae, g__Pseudonocardia, s__,0.956678418
4d5492c012b5043597256cb3a4166766,k__Bacteria, p__[Thermi], c__Deinococci, o__Deinococcales, f__Deinococcaceae, g__Deinococcus, s__,0.999955495
4e5da59060f57fbe2103793e6d93fdc8,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__Oceanobacillus, s__chironomi,0.964513957
4ee907903bac6fee369989f776ae4463,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Planococcaceae,,,0.970824138
509869603b2ba8c288b76fd2aab4d0cb,k__Bacteria, p__Spirochaetes, c__Spirochaetes, o__Spirochaetales, f__Spirochaetaceae, g__Treponema, s__,0.987223791
50d0386684a1ae4e37d56928c6c611d3,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales,,,,0.999919344
520c7ccf48b4e89b198d887b7cca0da1,k__Bacteria,,,,,,,0.996479002
5580bb2cbf7cd97085e648194794ed64,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__, g__, s__,0.993705743
59c472e59231a05dbadec7d087a9864e,k__Bacteria, p__OD1, c__, o__, f__, g__, s__,0.956438226
59fb9ca8fe4c18310691c463c7d33a1a,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Belnapia, s__moabensis,0.99988291
5e79f4709be55de956a71720bb38135e,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardioidaceae,,,0.996152339
5f8b79cb99948e89ec445c03c3c68a0c,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Leptothrix, s__,0.822557691
634e2e9249603e580f284c8fc37ab7e4,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,,,0.99679896
637a8f79b1ac5037a7cc6c76e185b5e2,k__Bacteria,,,,,,,0.997816152
64ee5a7145d700e23eb382e80b4dfbdb,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium,,0.986053958
66dc244ff37cf9454808c8fc4e905b95,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Xanthobacteraceae, g__Blastochloris, s__,0.999844541
6727b3e3c66bfce309014efc9306f9bc,k__Bacteria,,,,,,,0.998022531
6c37058f994b798cc97948cc70fb7561,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__,0.87864758
6d54ca24ab028f707aec8fa9788ef5f4,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Aerococcaceae, g__Alloiococcus, s__otitis,0.999999816
6db8894a8665c81554480d16c00ff23e,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Bdellovibrionales, f__Bdellovibrionaceae, g__Bdellovibrio, s__,0.945519433
6ef0ad78a7d7ade376878b6f27c528e0,k__Bacteria, p__TM6, c__SJA-4, o__, f__, g__, s__,0.85290468
70e610d94065d7445e0adefd984b5603,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae,,,0.983784987
712bc9e82aad8c7d24ef9e8d9fbe7d4f,k__Bacteria, p__Cyanobacteria, c__Chloroplast, o__Stramenopiles, f__, g__, s__,0.999869836
7242c7ef32bd02c7ead64279d829373f,k__Bacteria,,,,,,,0.993359358
72ad7e6635629dec25e4c49034f0bce6,k__Bacteria, p__OD1, c__, o__, f__, g__, s__,0.809050335
772761bdc850ea67e85059e116c2a523,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nakamurellaceae, g__, s__,0.992856067
78d76b87247b15fa5dd4c8f556480ce2,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Hymenobacter, s__,0.999878656
79606ddf3323d239beb8372c1aa445b4,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Faecalibacterium, s__prausnitzii,0.99998455
7988a4c1ab99a3301bdebd4601460453,k__Bacteria, p__Firmicutes,,,,,,0.809755663
7b0eedcbdc94e5de3f9d578ef4923622,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiaceae, g__Agrobacterium, s__,0.825103388
7c059a09040641a585be87ea73f67f1b,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,,,0.998452793
7e3d72ae47f4e0431068314008f8268b,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales,,,,0.999768982
7fc10f439cc9bba188a3ff0374ee63ea,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Mycobacteriaceae, g__Mycobacterium, s__,0.759524729
8161b93e90d4d416e7ff1d1eed744664,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Gaiellales, f__Gaiellaceae, g__, s__,0.999456546
